3031;"Sanford Medical Center Thief River Falls";"120 Labree Ave S";"Thief River Falls";"MN"
3032;"Sanford Tracy Medical Center";"249 5th St";"Tracy";"MN"
3033;"Lake View Memorial Hospital";"325 11th Ave";"Two Harbors";"MN"
3034;"Essentia Health - Virginia";"901 9th St N";"Virginia";"MN"
3035;"Ridgeview Medical Center";"500 S Maple St";"Waconia";"MN"
3036;"Tri-County Hospital";"415 Jefferson St N";"Wadena";"MN"
3037;"Sanford Wheaton Medical Center";"401 12th St N";"Wheaton";"MN"
3038;"Rice Memorial Hospital";"301 Becker Ave SW";"Willmar";"MN"
3039;"Windom Area Hospital";"2150 Hospital Dr";"Windom";"MN"
3040;"Sanford Worthington Medical Center";"1018 6th Ave";"Worthington";"MN"
3041;"Eleah Medical Center";"930 1st St NE";"Elbow Lake";"MN"
3042;"Buffalo Hospital";"303 Catlin St";"Buffalo";"MN"
3045;"Simi Valley Hospital";"2975 Sycamore Dr";"Simi Valley";"CA"
3052;"Woodwinds Health Campus";"1925 Woodwinds Dr";"Woodbury";"MN"
3053;"Santa Ynez Valley Cottage Hospital";"2050 Viborg Rd";"Solvang";"CA"
3055;"Phillips Eye Institute";"2215 Park Ave";"Minneapolis";"MN"
3056;"Essentia Health - Holy Trinity";"115 W 2nd St";"Graceville";"MN"
3057;"Greater El Monte Community Hospital";"1701 Santa Anita Ave";"South El Monte";"CA"
3058;"Mission Hospital Laguna Beach";"31872 Coast Hwy";"Laguna Beach";"CA"
3059;"Pacifica Hospital of the Valley";"9449 San Fernando Rd";"Sun Valley";"CA"
3061;"Providence Tarzana Medical Center";"18321 Clark St";"Tarzana";"CA"
3062;"Los Robles Hospital and Medical Center";"215 W Janss Rd";"Thousand Oaks";"CA"
3063;"Tehachapi Valley Healthcare District";"115 W E St";"Tehachapi";"CA"
3064;"Torrance Memorial Medical Center";"3330 Lomita Blvd";"Torrance";"CA"
3065;"Providence Little Company of Mary Medical Center Torrance";"4101 Torrance Blvd";"Torrance";"CA"
3066;"Twin Cities Community Hospital";"1100 Las Tablas Rd";"Templeton";"CA"
3068;"HI-Desert Medical Center";"6601 White Feather Rd";"Joshua Tree";"CA"
3069;"San Antonio Community Hospital";"999 San Bernardino Rd";"Upland";"CA"
3070;"Mission Community Hospital - Panorama City Campus";"14850 Roscoe Blvd";"Panorama City";"CA"
3071;"Valley Presbyterian Hospital";"15107 Vanowen St";"Van Nuys";"CA"
3072;"Community Memorial Hospital";"147 N Brent St";"Ventura";"CA"
3073;"Ventura County Medical Center";"3291 Loma Vista Rd";"Ventura";"CA"
3074;"Citrus Valley Medical Center - Queen of the Valley Campus";"1115 S Sunset Ave";"West Covina";"CA"
3075;"Presbyterian Intercommunity Hospital";"12401 Washington Blvd";"Whittier";"CA"
3076;"Whittier Hospital Medical Center";"9080 Colima Rd";"Whittier";"CA"
3077;"Victor Valley Community Hospital";"15248 11th St";"Victorville";"CA"
3079;"Northridge Hospital Medical Center";"18300 Roscoe Blvd";"Northridge";"CA"
3080;"Menifee Valley Medical Center";"28400 McCall Blvd";"Sun City";"CA"
3081;"Hoag Hospital Irvine";"16200 Sand Canyon Ave";"Irvine";"CA"
3082;"Orange Coast Memorial Medical Center";"9920 Talbert Ave";"Fountain Valley";"CA"
3084;"Rancho Springs Medical Center";"25500 Medical Center Dr";"Murrieta";"CA"
3085;"University of Southern California/Norris Comprehensive Cancer Center";"1441 Eastlake Ave";"Los Angeles";"CA"
3087;"Barton Memorial Hospital";"2170 South Ave";"South Lake Tahoe";"CA"
3088;"Tahoe Forest Hospital";"10121 Pine Ave";"Truckee";"CA"
3089;"William Bee Ririe Hospital";"1500 Ave";"Ely";"NV"
3090;"Banner Churchill Community Hospital";"801 E Williams Ave";"Fallon";"NV"
3091;"Pershing General Hospital";"855 6th St";"Lovelock";"NV"
3092;"Memorial Medical Center";"2450 S Telshor Blvd";"Las Cruces";"NM"
3093;"Mountainview Regional Medical Center";"4311 E Lohman Ave";"Las Cruces";"NM"
3094;"Appleton Medical Center";"1818 N Meade St";"Appleton";"WI"
3095;"Saint Elizabeth Hospital";"1506 S Oneida St";"Appleton";"WI"
3096;"Beaver Dam Community Hospital";"707 S University Ave";"Beaver Dam";"WI"
3097;"Berlin Memorial Hospital";"225 Memorial Dr";"Berlin";"WI"
3098;"Calumet Medical Center";"614 Memorial Dr";"Chilton";"WI"
3099;"Saint Agnes Hospital";"430 E Division St";"Fond Du Lac";"WI"
3100;"Community Memorial Hospital";"855 S Main St";"Oconto Falls";"WI"
3101;"Ripon Medical Center";"933 Newbury St";"Ripon";"WI"
3102;"Door County Memorial Hospital";"323 S 18th Ave";"Sturgeon Bay";"WI"
3103;"Watertown Memorial Hospital";"125 Hospital Dr";"Watertown";"WI"
3104;"Waupun Memorial Hospital";"620 W Brown St";"Waupun";"WI"
3106;"Southwest Health Center";"1400 Eastside Rd";"Platteville";"WI"
3107;"Langlade Memorial Hospital";"112 E 5th Ave";"Antigo";"WI"
3108;"Memorial Medical Center";"1615 Maple Ln";"Ashland";"WI"
3109;"Saint Clare Hospital and Health Services";"707 14th St";"Baraboo";"WI"
3110;"Beloit Memorial Hospital";"1969 W Hart Rd";"Beloit";"WI"
3111;"Thousand Oaks Surgical Hospital";"401 Rolling Oaks Dr";"Thousand Oaks";"CA"
3112;"Black River Memorial Hospital";"711 W Adams St";"Black River Falls";"WI"
3113;"Columbus Community Hospital";"1515 Park Ave";"Columbus";"WI"
3114;"Memorial Hospital of Lafayette County";"800 Clay St";"Darlington";"WI"
3115;"Eagle River Memorial Hospital";"201 Hospital Rd";"Eagle River";"WI"
3116;"Moundview Memorial Hospital & Clinics";"402 W Lake St";"Friendship";"WI"
3117;"Saint Joseph's Community Health Services";"400 Water Ave";"Hillsboro";"WI"
3118;"Mercy Hospital Janesville";"1000 Mineral Point Ave";"Janesville";"WI"
3119;"Grant Regional Health Center";"507 S Monroe St";"Lancaster";"WI"
3120;"Saint Mary's Hospital";"700 S Park St";"Madison";"WI"
3121;"University of Wisconsin Hospital and Clinics";"600 Highland Ave";"Madison";"WI"
3122;"Saint Joseph's Hospital";"611 N Saint Joseph Ave";"Marshfield";"WI"
3123;"Memorial Health Center";"135 S Gibson St";"Medford";"WI"
3124;"Good Samaritan Health Center";"601 S Center Ave";"Merrill";"WI"
3125;"The Monroe Clinic Hospital";"515 22nd Ave";"Monroe";"WI"
3126;"Memorial Medical Center";"216 Sunset Pl";"Neillsville";"WI"
3127;"New London Family Medical Center";"1405 Mill St";"New London";"WI"
3128;"Flambeau Hospital";"98 Sherry Ave";"Park Falls";"WI"
3129;"Divine Savior Healthcare";"2817 New Pinery Rd";"Portage";"WI"
3130;"Sauk Prairie Memorial Hospital";"80 1st St";"Prairie Du Sac";"WI"
3133;"Sacred Heart Hospital";"401 W Mohawk Dr";"Tomahawk";"WI"
3134;"Saint Mary's Hospital";"2251 N Shore Dr";"Rhinelander";"WI"
3135;"The Richland Hospital";"333 E 2nd St";"Richland Center";"WI"
3136;"Shawano Medical Center";"309 N Bartlett St";"Shawano";"WI"
3137;"Saint Michael's Hospital";"900 Illinois Ave";"Stevens Point";"WI"
3138;"Stoughton Hospital";"900 Ridge St";"Stoughton";"WI"
3139;"Tomah Memorial Hospital";"321 Butts Ave";"Tomah";"WI"
3140;"Vernon Memorial Healthcare";"507 S Main St";"Viroqua";"WI"
3141;"Riverside Medical Center";"800 Riverside Dr";"Waupaca";"WI"
3142;"Aspirus Wausau Hospital";"333 Pine Ridge Blvd";"Wausau";"WI"
3143;"Wild Rose Community Memorial Hospital";"601 Grove Ave";"Wild Rose";"WI"
3144;"Riverview Hospital";"410 Dewey St";"Wisconsin Rapids";"WI"
3145;"Howard Young Medical Center";"240 Maple St";"Woodruff";"WI"
3146;"College Station Medical Center";"1604 Rock Prairie Rd";"College Station";"TX"
3147;"Renown South Meadows Medical Center";"10101 Double R Blvd";"Reno";"NV"
3148;"Saint Joseph Regional Health Center";"2801 Franciscan Dr";"Bryan";"TX"
3149;"Burleson Saint Joseph Health Center";"1101 Woodson Dr";"Caldwell";"TX"
3150;"Madison Saint Joseph Health Center";"100 W Cross St";"Madisonville";"TX"
3151;"Richards Memorial Hospital";"1700 Brazos Ave";"Rockdale";"TX"
3152;"Carson Tahoe Regional Medical Center";"1600 Medical Pkwy";"Carson City";"NV"
3153;"Scott & White Hospital - Brenham";"700 Medical Pkwy";"Brenham";"TX"
3154;"Northeastern Nevada Regional Hospital";"2001 Errecart Blvd";"Elko";"NV"
3155;"The Physicians Centre Hospital";"3131 University Dr E";"Bryan";"TX"
3157;"Humboldt General Hospital";"118 E Haskell St";"Winnemucca";"NV"
3158;"South Lyon Medical Center";"213 S Whitacre St";"Yerington";"NV"
3159;"Incline Village Community Hospital";"880 Alder Ave";"Incline Village";"NV"
3160;"Battle Mountain General Hospital";"535 S Humboldt St";"Battle Mountain";"NV"
3161;"Dimmit County Memorial Hospital";"704 Hospital Dr";"Carrizo Springs";"TX"
3162;"Fort Duncan Regional Medical Center";"3333 N Foster Maldonado Blvd";"Eagle Pass";"TX"
3163;"Doctors Hospital of Laredo";"10700 McPherson Rd";"Laredo";"TX"
3164;"Frio Regional Hospital";"200 S Interstate 35";"Pearsall";"TX"
3167;"Brownwood Regional Medical Center";"1501 Burnet Rd";"Brownwood";"TX"
3168;"Goodall-Witcher Hospital";"101 S Avenue N";"Clifton";"TX"
3169;"Hamilton General Hospital";"400 N Brown St";"Hamilton";"TX"
3170;"Comanche County Medical Center";"10201 Highway 16";"Comanche";"TX"
3171;"Hill Country Memorial Hospital";"1020 S State Highway 16";"Fredericksburg";"TX"
3172;"Boscobel Area Health Care";"205 Parker St";"Boscobel";"WI"
3173;"Kimble Hospital";"349 Reid Rd";"Junction";"TX"
3174;"Cgh Medical Center";"100 E le Fevre Rd";"Sterling";"IL"
3175;"Franklin Hospital";"201 Bailey Ln";"Benton";"IL"
3176;"Osf Saint Joseph Medical Center";"2200 E Washington St";"Bloomington";"IL"
3177;"Decatur Memorial Hospital";"2300 N Edward St";"Decatur";"IL"
3178;"Scott And White Hospital - Llano";"200 W Ollie St";"Llano";"TX"
3179;"Marshall Browning Hospital";"900 N Washington St";"Du Quoin";"IL"
3180;"Saint Anthony's Memorial Hospital";"503 N Maple St";"Effingham";"IL"
3181;"Ferrell Hospital";"1201 Pine St";"Eldorado";"IL"
3182;"Hendrick Medical Center";"1900 Pine St";"Abilene";"TX"
3183;"Abilene Regional Medical Center";"6250 US Highway 83";"Abilene";"TX"
3184;"Anson General Hospital";"101 Ave";"Anson";"TX"
3185;"Hamlin Memorial Hospital";"632 NW 2nd St";"Hamlin";"TX"
3186;"Stamford Memorial Hospital";"1601 Columbia St";"Stamford";"TX"
3188;"Heartland Regional Medical Center";"3333 W Deyoung St";"Marion";"IL"
3189;"Good Samaritan Regional Health Center";"One Good Samaritan Way";"Mount Vernon";"IL"
3190;"Crossroads Community Hospital";"8 Doctors Park Rd";"Mount Vernon";"IL"
3191;"Washington County Hospital";"705 S Grand St";"Nashville";"IL"
3192;"Pana Community Hospital";"101 E 9th St";"Pana";"IL"
3193;"Pinckneyville Community Hospital";"101 N Walnut St";"Pinckneyville";"IL"
3194;"Osf Saint James-John W. Albrecht Medical Center";"2500 W Reynolds St";"Pontiac";"IL"
3195;"Perry Memorial Hospital";"530 Park Ave E";"Princeton";"IL"
3196;"Crawford Memorial Hospital";"1000 N Allen St";"Robinson";"IL"
3197;"Salem Township Hospital";"1201 Ricker Rd";"Salem";"IL"
3198;"Saint John's Hospital";"800 E Carpenter St";"Springfield";"IL"
3199;"Saint Margaret's Hospital";"600 E 1st St";"Spring Valley";"IL"
3200;"Saint Mary's Hospital";"400 N Pleasant Ave";"Centralia";"IL"
3201;"Hazard Arh Regional Medical Center";"100 Medical Center Dr";"Hazard";"KY"
3202;"Harlan Arh Hospital";"81 Ball Park Rd";"Harlan";"KY"
3203;"Saint Joseph - Martin";"11203 Main St";"Martin";"KY"
3204;"McDowell Arh Hospital";"RR 122";"Mcdowell";"KY"
3205;"Middlesboro Arh Hospital";"3600 Cumberland Ave";"Middlesboro";"KY"
3206;"Paul B. Hall Regional Medical Center";"625 James S. Trimble Blvd";"Paintsville";"KY"
3207;"Pikeville Medical Center";"911 Bypass Rd";"Pikeville";"KY"
3208;"Williamson Arh Hospital";"260 Hospital Dr";"South Williamson";"KY"
3211;"Morgan County Arh Hospital";"476 Liberty Rd";"West Liberty";"KY"
3214;"Whitesburg Arh Hospital";"240 Hospital Rd";"Whitesburg";"KY"
3227;"Refugio County Memorial Hospital";"107 Swift St";"Refugio";"TX"
3229;"Cuero Community Hospital";"2550 N Esplanade St";"Cuero";"TX"
3230;"Fhn Memorial Hospital";"1045 W Stephenson St";"Freeport";"IL"
3231;"Harrisburg Medical Center";"100 Dr Warren Tuttle Dr";"Harrisburg";"IL"
3232;"Hillsboro Area Hospital";"1200 E Tremont St";"Hillsboro";"IL"
3233;"Gonzales Memorial Hospital";"1110 N Sarah Dewitt Dr";"Gonzales";"TX"
3234;"Saint Francis Hospital";"1215 Franciscan Dr";"Litchfield";"IL"
3235;"McDonough District Hospital";"525 E Grant St";"Macomb";"IL"
3236;"Lavaca Medical Center";"1400 N Texana St";"Hallettsville";"TX"
3237;"Otto Kaiser Memorial Hospital";"3349 S Highway 181";"Kenedy";"TX"
3238;"Yoakum Community Hospital";"1200 Carl Ramert Dr";"Yoakum";"TX"
3239;"Peterson Regional Medical Center";"551 Hill Country Dr";"Kerrville";"TX"
3240;"Southwestern Vermont Health Care";"100 Hospital Dr";"Bennington";"VT"
3241;"Brattleboro Memorial Hospital";"17 Belmont Ave";"Brattleboro";"VT"
3242;"Grace Cottage Hospital";"185 Grafton Rd";"Townshend";"VT"
3247;"Boundary Community Hospital";"6640 Kaniksu St";"Bonners Ferry";"ID"
3248;"Shoshone Medical Center";"25 Jacobs Gulch Rd";"Kellogg";"ID"
3249;"Saint Joseph Regional Medical Center";"415 6th St";"Lewiston";"ID"
3250;"Gritman Medical Center";"700 S Main St";"Moscow";"ID"
3251;"Benewah Community Hospital";"229 S 7th St";"Saint Maries";"ID"
3252;"Bonner General Hospital";"520 N 3rd Ave";"Sandpoint";"ID"
3253;"Silver Lake Medical Center - Downtown";"1711 W Temple St";"Los Angeles";"CA"
3255;"Albemarle Hospital";"1144 N Road St";"Elizabeth City";"NC"
3258;"Healthbridge Children's Hospital - Orange";"393 S Tustin St";"Orange";"CA"
3260;"Community Hospital of Long Beach";"1720 Termino Ave";"Long Beach";"CA"
3261;"Regional Medical Center Anniston";"400 E 10th St";"Anniston";"AL"
3264;"Bartow Regional Medical Center";"2200 Osprey Blvd";"Bartow";"FL"
3265;"Blake Medical Center";"2020 59th St W";"Bradenton";"FL"
3266;"Manatee Memorial Hospital";"206 2nd St E";"Bradenton";"FL"
3267;"Brooksville Regional Hospital";"17240 Cortez Blvd";"Brooksville";"FL"
3268;"Brandon Regional Hospital";"119 Oakfield Dr";"Brandon";"FL"
3269;"Morton Plant Hospital";"300 Pinellas St";"Clearwater";"FL"
3270;"Florida Hospital Zephyrhills";"7050 Gall Blvd";"Zephyrhills";"FL"
3271;"Pasco Regional Medical Center";"13100 Fort King Rd";"Dade City";"FL"
3272;"Mease Dunedin Hospital";"601 Main St";"Dunedin";"FL"
3273;"Heart of Florida Regional Medical Center";"40100 United States Highway";"Davenport";"FL"
3274;"Regional Medical Center Bayonet Point";"14000 Fivay Rd";"Hudson";"FL"
3275;"Lakeland Regional Medical Center";"1324 Lakeland Hills Blvd";"Lakeland";"FL"
3276;"Lake Wales Medical Center";"410 S 11th St";"Lake Wales";"FL"
3277;"Largo Medical Center - Indian Rocks Campus";"2025 Indian Rocks Rd S";"Largo";"FL"
3278;"Largo Medical Center";"201 14th St SW";"Largo";"FL"
3279;"Morton Plant North Bay Hospital";"6600 Madison St";"New Port Richey";"FL"
3280;"South Florida Baptist Hospital";"301 N Alexander St";"Plant City";"FL"
3281;"Charlotte Regional Medical Center";"809 E Marion Ave";"Punta Gorda";"FL"
3282;"Peace River Regional Medical Center";"2500 Harbor Blvd";"Port Charlotte";"FL"
3283;"Fawcett Memorial Hospital";"21298 Olean Blvd";"Port Charlotte";"FL"
3284;"All Children's Hospital";"501 6th Ave S";"Saint Petersburg";"FL"
3285;"Edward White Hospital";"2323 9th Ave N";"Saint Petersburg";"FL"
3286;"Bayfront Medical Center";"701 6th St S";"Saint Petersburg";"FL"
3287;"Northside Hospital & Tampa Bay Heart Institute";"6000 49th St N";"Saint Petersburg";"FL"
3288;"Palms of Pasadena Hospital";"1501 Pasadena Ave S";"South Pasadena";"FL"
3289;"Saint Anthony's Hospital";"1200 7th Ave N";"Saint Petersburg";"FL"
3290;"Saint Petersburg General Hospital";"6500 38th Ave N";"Saint Petersburg";"FL"
3291;"Doctors Hospital of Sarasota";"5731 Bee Ridge Rd";"Sarasota";"FL"
3292;"Sarasota Memorial Hospital";"1700 S Tamiami Trl";"Sarasota";"FL"
3294;"Saint Joseph's Women's Hospital";"3030 W Dr Martin Luther King Jr Blvd";"Tampa";"FL"
3295;"Memorial Hospital of Tampa";"2901 W Swann Ave";"Tampa";"FL"
3296;"Town And Country Hospital";"6001 Webb Rd";"Tampa";"FL"
3297;"Tampa General Hospital";"1 Tampa General Cir";"Tampa";"FL"
3298;"Florida Hospital Tampa";"3100 E Fletcher Ave";"Tampa";"FL"
3299;"Florida Hospital North Pinellas";"1395 S Pinellas Ave";"Tarpon Springs";"FL"
3307;"Venice Regional Medical Center";"540 The Rialto";"Venice";"FL"
3313;"Winter Haven Hospital";"200 Avenue F NE";"Winter Haven";"FL"
3317;"South Bay Hospital";"4016 Sun City Center Blvd";"Sun City Center";"FL"
3323;"Medical Center of Trinity";"9330 State Road 54";"Trinity";"FL"
3329;"Florida Hospital Carrollwood";"7171 N Dale Mabry Hwy";"Tampa";"FL"
3342;"Oak Hill Hospital";"11375 Cortez Blvd";"Brooksville";"FL"
3348;"Englewood Community Hospital";"700 Medical Blvd";"Englewood";"FL"
3354;"Mease Countryside Hospital";"3231 McMullen Booth Rd";"Safety Harbor";"FL"
3360;"H. Lee Moffitt Cancer Center & Research Institute";"12902 Usf Magnolia Dr";"Tampa";"FL"
3366;"Spring Hill Regional Hospital";"10461 Quality Dr";"Spring Hill";"FL"
3388;"Providence Alaska Medical Center";"3200 Providence Dr";"Anchorage";"AK"
3389;"Peacehealth Ketchikan Medical Center";"3100 Tongass Ave";"Ketchikan";"AK"
3390;"Mat-Su Regional Medical Center";"2500 S Woodworth Loop";"Palmer";"AK"
3391;"Lakewood Ranch Medical Center";"8330 Lakewood Ranch Blvd";"Lakewood Ranch";"FL"
3392;"Central Peninsula General Hospital";"250 Hospital Pl";"Soldotna";"AK"
3395;"Providence Valdez Medical Center";"911 Meals Ave";"Valdez";"AK"
3403;"Val Verde Regional Medical Center";"801 N Bedell Ave";"Del Rio";"TX"
3404;"Iraan General Hospital";"600 Highway 349 North";"Iraan";"TX"
3406;"Pecos County Memorial Hospital";"387 W Ih-10";"Fort Stockton";"TX"
3409;"Winkler County Memorial Hospital";"821 Jeffee Dr";"Kermit";"TX"
3410;"Ward Memorial Hospital";"406 S Gary Ave";"Monahans";"TX"
3411;"Reeves County Hospital";"2323 Texas St";"Pecos";"TX"
3412;"Lillian M. Hudspeth Memorial Hospital";"308 Hudspeth St";"Sonora";"TX"
3419;"Culberson Hospital";"2185 Eisenhower-Farm Market Rd";"Van Horn";"TX"
3421;"Tristar Greenview Regional Hospital";"1801 Ashley Cir";"Bowling Green";"KY"
3422;"The Medical Center";"250 Park St";"Bowling Green";"KY"
3423;"The Medical Center at Franklin";"1100 Brookhaven Rd";"Franklin";"KY"
3424;"T. J. Samson Community Hospital";"1301 N Race St";"Glasgow";"KY"
3425;"Muhlenberg Community Hospital";"440 Hopkinsville St";"Greenville";"KY"
3426;"Twin Lakes Regional Medical Center";"910 Wallace Ave";"Leitchfield";"KY"
3427;"The Medical Center at Scottsville";"456 Burnley Rd";"Scottsville";"KY"
3428;"Monroe County Medical Center";"529 Capp Harlan Rd";"Tompkinsville";"KY"
3429;"Clinton County Hospital";"723 Burkesville Rd";"Albany";"KY"
3430;"Cumberland County Hospital";"299 Glasgow Rd";"Burkesville";"KY"
3431;"Caverna Memorial Hospital";"1501 S Dixie St";"Horse Cave";"KY"
3432;"Logan Memorial Hospital";"1625 Nashville St";"Russellville";"KY"
3434;"San Angelo Community Medical Center";"3501 Knickerbocker Rd";"San Angelo";"TX"
3435;"Shannon Medical Center";"120 E Harris Ave";"San Angelo";"TX"
3442;"Baptist Saint Anthony's Hospital";"1600 Wallace Blvd";"Amarillo";"TX"
3444;"Covenant Children's Hospital";"4015 22nd Pl";"Lubbock";"TX"
3445;"Brownfield Regional Medical Center";"705 E Felt St";"Brownfield";"TX"
3446;"Crosbyton Clinic Hospital";"710 W Main St";"Crosbyton";"TX"
3447;"Covenant Medical Center - Lakeside Campus";"4000 24th St";"Lubbock";"TX"
3449;"University Medical Center";"602 Indiana Ave";"Lubbock";"TX"
3450;"Spearfish Regional Hospital";"1440 N Main St";"Spearfish";"SD"
3451;"Covenant Hospital Plainview";"2601 Dimmitt Rd";"Plainview";"TX"
3452;"Lead-Deadwood Regional Hospital";"61 Charles St";"Deadwood";"SD"
3453;"W.J. Mangold Memorial Hospital";"320 North Main St";"Lockney";"TX"
3454;"Rapid City Regional Hospital";"353 Fairmont Blvd";"Rapid City";"SD"
3455;"Covenant Hospital Levelland";"1900 College Ave";"Levelland";"TX"
3456;"Lubbock Heart Hospital";"4810 N Loop 289";"Lubbock";"TX"
3457;"Crane Memorial Hospital";"1310 S Alford St";"Crane";"TX"
3458;"Midland Memorial Hospital";"400 Rosalind Redfern Grover Pkwy";"Midland";"TX"
3459;"Midland Memorial Hospital - West Campus";"4214 Andrews Hwy";"Midland";"TX"
3460;"Medical Center Hospital";"500 W 4th St";"Odessa";"TX"
3461;"Odessa Regional Medical Center";"520 E 6th St";"Odessa";"TX"
3462;"Harrison Community Hospital";"951 E Market St";"Cadiz";"OH"
3463;"Odessa Regional Medical Center - East Campus";"515 Adams Ave";"Odessa";"TX"
3464;"Rosebud Health Care Center";"383 North 17th Ave";"Forsyth";"MT"
3465;"Pioneer Medical Center";"301 W 7th Ave";"Big Timber";"MT"
3466;"Mineral Community Hospital";"1208 6th Ave";"Superior";"MT"
3467;"Community Hospital of Anaconda";"401 W Pennsylvania St";"Anaconda";"MT"
3468;"Billings Clinic Hospital";"2800 10th Ave N";"Billings";"MT"
3469;"Saint Vincent Healthcare";"1233 N 30th St";"Billings";"MT"
3470;"Saint James Healthcare";"400 S Clark St";"Butte";"MT"
3471;"Stillwater Billings Clinic";"710 11th St N";"Columbus";"MT"
3472;"Pondera Medical Center";"805 Sunset Blvd";"Conrad";"MT"
3473;"Deer Lodge Medical Center";"1100 Hollenback Ln";"Deer Lodge";"MT"
3474;"Barrett Hospital & Healthcare";"600 Mt Highway 91 S";"Dillon";"MT"
3475;"Benefis Healthcare - East Campus";"1101 26th St S";"Great Falls";"MT"
3476;"Marcus Daly Memorial Hospital";"1200 Westwood Dr";"Hamilton";"MT"
3477;"Big Horn County Memorial Hospital";"17 N Miles Ave";"Hardin";"MT"
3478;"Wheatland Memorial Healthcare";"530 Third St Northwest";"Harlowton";"MT"
3479;"Saint Peter's Hospital";"2475 E Broadway St";"Helena";"MT"
3480;"Kalispell Regional Medical Center";"310 Sunnyview Ln";"Kalispell";"MT"
3481;"Central Montana Medical Center";"408 Wendell Ave";"Lewistown";"MT"
3482;"Livingston Memorial Hospital";"504 S 13th St";"Livingston";"MT"
3483;"Holy Rosary Healthcare";"2600 Wilson St";"Miles City";"MT"
3484;"Community Medical Center";"2827 Fort Missoula Rd";"Missoula";"MT"
3485;"Saint Patrick Hospital and Health Sciences Center";"500 W Broadway St";"Missoula";"MT"
3486;"Saint Joseph Medical Center";"6 13th Ave E";"Polson";"MT"
3487;"Beartooth Hospital And Health Center";"2525 N Broadway Ave";"Red Lodge";"MT"
3488;"Saint Luke Community Hospital";"107 6th Ave SW";"Ronan";"MT"
3489;"North Valley Hospital";"1600 Hospital Way";"Whitefish";"MT"
3490;"Marias Medical Center";"640 Park Ave";"Shelby";"MT"
3491;"Hardeman County Memorial Hospital";"402 Mercer St";"Quanah";"TX"
3492;"Custer Regional Hospital";"1039 Montgomery St";"Custer";"SD"
3493;"Chillicothe Hospital";"303 Ave";"Chillicothe";"TX"
3494;"Clay County Memorial Hospital";"310 W South St";"Henrietta";"TX"
3495;"Sturgis Regional Hospital";"949 Harmon St";"Sturgis";"SD"
3496;"Wilbarger General Hospital";"920 Hillcrest Dr";"Vernon";"TX"
3497;"United Regional Eleventh Street Campus";"1600 11th St";"Wichita Falls";"TX"
3499;"Clark Fork Valley Hospital";"10 Kruger Rd";"Plains";"MT"
3500;"Electra Memorial Hospital";"1207 S Bailey St";"Electra";"TX"
3501;"Stewart-Webster Hospital";"58 Alston St";"Richland";"GA"
3502;"Morgan Memorial Hospital";"1077 S Main St";"Madison";"GA"
3503;"Medwest - Swain";"45 Plateau St";"Bryson City";"NC"
3504;"Turning Point Hospital";"3015 Veterans Pkwy S";"Moultrie";"GA"
3505;"Cook Medical Center";"706 N Parrish Ave";"Adel";"GA"
3506;"Highlands-Cashiers Hospital";"190 Hospital Dr";"Highlands";"NC"
3507;"Phoebe Sumter Medical Center";"126 US Highway 280 W";"Americus";"GA"
3508;"Memorial Hospital And Manor";"1500 E Shotwell St";"Bainbridge";"GA"
3509;"Medwest - Harris";"68 Hospital Rd";"Sylva";"NC"
3510;"Southeast Georgia Health System - Camden Campus";"2000 Dan Proctor Dr";"Saint Marys";"GA"
3511;"Grady General Hospital";"1155 5th St SE";"Cairo";"GA"
3512;"Medwest-Haywood";"262 Leroy George Dr";"Clyde";"NC"
3513;"Bleckley Memorial Hospital";"145 E Peacock St";"Cochran";"GA"
3514;"Miller County Hospital";"209 N Cuthbert St";"Colquitt";"GA"
3515;"Crisp Regional Hospital";"902 N 7th St";"Cordele";"GA"
3516;"Southwest Georgia Regional Medical Center";"361 Randolph St";"Cuthbert";"GA"
3517;"Donalsonville Hospital";"102 Hospital Cir";"Donalsonville";"GA"
3518;"Putnam General Hospital";"101 Lk Oconee Pkwy";"Eatonton";"GA"
3519;"Phoebe Dorminy Medical Center";"200 Perry House Rd";"Fitzgerald";"GA"
3520;"Charlton Memorial Hospital";"2449 Third St";"Folkston";"GA"
3521;"Good Samaritan Hospital";"1201 Siloam Rd";"Greensboro";"GA"
3522;"Smith Northview Hospital";"4280 N Valdosta Rd";"Valdosta";"GA"
3523;"Jeff Davis Hospital";"163 S Tallahassee St";"Hazlehurst";"GA"
3524;"Clinch Memorial Hospital";"1050 Valdosta Hwy";"Homerville";"GA"
3525;"Wayne Memorial Hospital";"865 S 1st St";"Jesup";"GA"
3526;"Louis Smith Memorial Hospital";"116 W Thigpen Ave";"Lakeland";"GA"
3528;"Optim Jenkins County Hospital";"931 E Winthrope Ave";"Millen";"GA"
3529;"Flint River Community Hospital";"509 Sumter St";"Montezuma";"GA"
3530;"Berrien County Hospital";"1221 E McPherson Ave";"Nashville";"GA"
3532;"Emanuel Medical Center";"117 Kite Rd";"Swainsboro";"GA"
3533;"Optim Medical Center Screven";"215 Mims Rd";"Sylvania";"GA"
3534;"Phoebe Worth Medical Center";"807 S Isabella St";"Sylvester";"GA"
3535;"Upson Regional Medical Center";"801 W Gordon St";"Thomaston";"GA"
3536;"John D. Archbold Memorial Hospital";"915 Gordon Ave";"Thomasville";"GA"
3537;"Tift Regional Medical Center";"901 18th St E";"Tifton";"GA"
3538;"South Georgia Medical Center";"2501 N Patterson St";"Valdosta";"GA"
